#timestep    time     time step  time step   maximum   -----time step location----     time step
#  number    (sec)      (sec)    cfl (sec)    error    eq_loc  i_loc  j_loc  k_loc      control
    17100  1.710E-05  1.000E-09  1.997E-08  7.717E-08       0      0      0      0   fixed timestep
    17120  1.712E-05  1.000E-09  1.997E-08  2.257E-07       0      0      0      0   fixed timestep
    17140  1.714E-05  1.000E-09  1.997E-08  5.107E-07       0      0      0      0   fixed timestep
    17160  1.716E-05  1.000E-09  1.997E-08  1.998E-07       0      0      0      0   fixed timestep
    17180  1.718E-05  1.000E-09  1.998E-08  3.824E-07       0      0      0      0   fixed timestep
    17200  1.720E-05  1.000E-09  1.998E-08  4.906E-07       0      0      0      0   fixed timestep
    17220  1.722E-05  1.000E-09  2.000E-08  1.147E-07       0      0      0      0   fixed timestep
    17240  1.724E-05  1.000E-09  2.001E-08  2.243E-07       0      0      0      0   fixed timestep
    17260  1.726E-05  1.000E-09  2.003E-08  3.540E-07       0      0      0      0   fixed timestep
    17280  1.728E-05  1.000E-09  2.005E-08  1.543E-07       0      0      0      0   fixed timestep
    17300  1.730E-05  1.000E-09  2.007E-08  6.192E-07       0      0      0      0   fixed timestep
    17320  1.732E-05  1.000E-09  2.011E-08  4.029E-07       0      0      0      0   fixed timestep
    17340  1.734E-05  1.000E-09  2.014E-08  2.120E-07       0      0      0      0   fixed timestep
    17360  1.736E-05  1.000E-09  2.018E-08  1.277E-07       0      0      0      0   fixed timestep
    17380  1.738E-05  1.000E-09  2.023E-08  3.403E-07       0      0      0      0   fixed timestep
    17400  1.740E-05  1.000E-09  2.028E-08  5.364E-06       0      0      0      0   fixed timestep
    17420  1.742E-05  1.000E-09  2.033E-08  9.891E-07       0      0      0      0   fixed timestep
    17440  1.744E-05  1.000E-09  2.036E-08  9.625E-07       0      0      0      0   fixed timestep
    17460  1.746E-05  1.000E-09  2.038E-08  9.883E-07       0      0      0      0   fixed timestep
    17480  1.748E-05  1.000E-09  2.040E-08  4.083E-06       0      0      0      0   fixed timestep
    17500  1.750E-05  1.000E-09  2.039E-08  1.569E-06       0      0      0      0   fixed timestep
    17520  1.752E-05  1.000E-09  2.038E-08  1.728E-06       0      0      0      0   fixed timestep
    17540  1.754E-05  1.000E-09  2.037E-08  1.977E-07       0      0      0      0   fixed timestep
    17560  1.756E-05  1.000E-09  2.036E-08  3.166E-07       0      0      0      0   fixed timestep
    17580  1.758E-05  1.000E-09  2.034E-08  2.202E-07       0      0      0      0   fixed timestep
    17600  1.760E-05  1.000E-09  2.033E-08  1.302E-06       0      0      0      0   fixed timestep
    17620  1.762E-05  1.000E-09  2.031E-08  2.404E-07       0      0      0      0   fixed timestep
    17640  1.764E-05  1.000E-09  2.028E-08  2.578E-06       0      0      0      0   fixed timestep
    17660  1.766E-05  1.000E-09  2.026E-08  9.214E-07       0      0      0      0   fixed timestep
    17680  1.768E-05  1.000E-09  2.023E-08  1.057E-05       0      0      0      0   fixed timestep
    17700  1.770E-05  1.000E-09  2.020E-08  2.198E-07       0      0      0      0   fixed timestep
    17720  1.772E-05  1.000E-09  2.018E-08  2.221E-07       0      0      0      0   fixed timestep
    17740  1.774E-05  1.000E-09  2.015E-08  4.894E-06       0      0      0      0   fixed timestep
    17760  1.776E-05  1.000E-09  2.014E-08  2.999E-07       0      0      0      0   fixed timestep
    17780  1.778E-05  1.000E-09  2.012E-08  7.543E-07       0      0      0      0   fixed timestep
    17800  1.780E-05  1.000E-09  2.011E-08  2.975E-07       0      0      0      0   fixed timestep
    17820  1.782E-05  1.000E-09  2.011E-08  3.944E-07       0      0      0      0   fixed timestep
    17840  1.784E-05  1.000E-09  2.010E-08  1.279E-07       0      0      0      0   fixed timestep
    17860  1.786E-05  1.000E-09  2.010E-08  1.458E-07       0      0      0      0   fixed timestep
    17880  1.788E-05  1.000E-09  2.010E-08  1.783E-07       0      0      0      0   fixed timestep
    17900  1.790E-05  1.000E-09  2.008E-08  1.238E-07       0      0      0      0   fixed timestep
    17920  1.792E-05  1.000E-09  2.005E-08  1.426E-06       0      0      0      0   fixed timestep
    17940  1.794E-05  1.000E-09  2.002E-08  1.974E-07       0      0      0      0   fixed timestep
    17960  1.796E-05  1.000E-09  2.000E-08  4.687E-07       0      0      0      0   fixed timestep
    17980  1.798E-05  1.000E-09  1.997E-08  4.781E-05       0      0      0      0   fixed timestep
    18000  1.800E-05  1.000E-09  1.995E-08  3.008E-07       0      0      0      0   fixed timestep
    18020  1.802E-05  1.000E-09  1.993E-08  4.727E-07       0      0      0      0   fixed timestep
    18040  1.804E-05  1.000E-09  1.991E-08  1.006E-07       0      0      0      0   fixed timestep
    18060  1.806E-05  1.000E-09  1.990E-08  4.325E-08       0      0      0      0   fixed timestep
    18080  1.808E-05  1.000E-09  1.990E-08  3.404E-08       0      0      0      0   fixed timestep
    18100  1.810E-05  1.000E-09  1.989E-08  8.042E-08       0      0      0      0   fixed timestep
    18120  1.812E-05  1.000E-09  1.986E-08  2.000E-07       0      0      0      0   fixed timestep
    18140  1.814E-05  1.000E-09  1.984E-08  8.997E-08       0      0      0      0   fixed timestep
    18160  1.816E-05  1.000E-09  1.983E-08  8.543E-08       0      0      0      0   fixed timestep
    18180  1.818E-05  1.000E-09  1.982E-08  1.057E-07       0      0      0      0   fixed timestep
    18200  1.820E-05  1.000E-09  1.981E-08  8.981E-08       0      0      0      0   fixed timestep
    18220  1.822E-05  1.000E-09  1.980E-08  7.444E-08       0      0      0      0   fixed timestep
    18240  1.824E-05  1.000E-09  1.981E-08  1.830E-07       0      0      0      0   fixed timestep
    18260  1.826E-05  1.000E-09  1.981E-08  1.947E-07       0      0      0      0   fixed timestep
    18280  1.828E-05  1.000E-09  1.982E-08  2.159E-06       0      0      0      0   fixed timestep
    18300  1.830E-05  1.000E-09  1.983E-08  3.540E-07       0      0      0      0   fixed timestep
    18320  1.832E-05  1.000E-09  1.985E-08  4.447E-07       0      0      0      0   fixed timestep
    18340  1.834E-05  1.000E-09  1.988E-08  5.756E-07       0      0      0      0   fixed timestep
    18360  1.836E-05  1.000E-09  1.990E-08  2.178E-07       0      0      0      0   fixed timestep
    18380  1.838E-05  1.000E-09  1.991E-08  2.685E-07       0      0      0      0   fixed timestep
    18400  1.840E-05  1.000E-09  1.990E-08  3.954E-06       0      0      0      0   fixed timestep
    18420  1.842E-05  1.000E-09  1.989E-08  6.168E-06       0      0      0      0   fixed timestep
    18440  1.844E-05  1.000E-09  1.989E-08  4.890E-07       0      0      0      0   fixed timestep
    18460  1.846E-05  1.000E-09  1.988E-08  1.290E-06       0      0      0      0   fixed timestep
    18480  1.848E-05  1.000E-09  1.989E-08  2.713E-07       0      0      0      0   fixed timestep
    18500  1.850E-05  1.000E-09  1.989E-08  3.068E-07       0      0      0      0   fixed timestep
    18520  1.852E-05  1.000E-09  1.990E-08  4.585E-06       0      0      0      0   fixed timestep
    18540  1.854E-05  1.000E-09  1.991E-08  3.486E-07       0      0      0      0   fixed timestep
    18560  1.856E-05  1.000E-09  1.992E-08  1.298E-06       0      0      0      0   fixed timestep
    18580  1.858E-05  1.000E-09  1.993E-08  3.478E-07       0      0      0      0   fixed timestep
    18600  1.860E-05  1.000E-09  1.995E-08  2.674E-07       0      0      0      0   fixed timestep
    18620  1.862E-05  1.000E-09  1.996E-08  3.567E-07       0      0      0      0   fixed timestep
    18640  1.864E-05  1.000E-09  1.996E-08  3.029E-06       0      0      0      0   fixed timestep
    18660  1.866E-05  1.000E-09  1.996E-08  4.017E-07       0      0      0      0   fixed timestep
    18680  1.868E-05  1.000E-09  1.997E-08  9.973E-06       0      0      0      0   fixed timestep
    18700  1.870E-05  1.000E-09  1.999E-08  1.073E-06       0      0      0      0   fixed timestep
    18720  1.872E-05  1.000E-09  2.001E-08  1.031E-06       0      0      0      0   fixed timestep
    18740  1.874E-05  1.000E-09  2.003E-08  2.037E-06       0      0      0      0   fixed timestep
    18760  1.876E-05  1.000E-09  2.006E-08  2.214E-07       0      0      0      0   fixed timestep
    18780  1.878E-05  1.000E-09  2.010E-08  3.204E-07       0      0      0      0   fixed timestep
    18800  1.880E-05  1.000E-09  2.013E-08  1.122E-06       0      0      0      0   fixed timestep
    18820  1.882E-05  1.000E-09  2.015E-08  3.367E-07       0      0      0      0   fixed timestep
    18840  1.884E-05  1.000E-09  2.017E-08  3.580E-07       0      0      0      0   fixed timestep
    18860  1.886E-05  1.000E-09  2.019E-08  4.749E-06       0      0      0      0   fixed timestep
    18880  1.888E-05  1.000E-09  2.021E-08  8.367E-07       0      0      0      0   fixed timestep
    18900  1.890E-05  1.000E-09  2.023E-08  3.715E-06       0      0      0      0   fixed timestep
    18920  1.892E-05  1.000E-09  2.023E-08  1.842E-06       0      0      0      0   fixed timestep
    18940  1.894E-05  1.000E-09  2.023E-08  7.309E-07       0      0      0      0   fixed timestep
    18960  1.896E-05  1.000E-09  2.023E-08  3.760E-07       0      0      0      0   fixed timestep
    18980  1.898E-05  1.000E-09  2.023E-08  9.283E-07       0      0      0      0   fixed timestep
    19000  1.900E-05  1.000E-09  2.024E-08  2.833E-07       0      0      0      0   fixed timestep
    19020  1.902E-05  1.000E-09  2.023E-08  6.933E-07       0      0      0      0   fixed timestep
    19040  1.904E-05  1.000E-09  2.023E-08  2.077E-06       0      0      0      0   fixed timestep
    19060  1.906E-05  1.000E-09  2.023E-08  4.031E-07       0      0      0      0   fixed timestep
    19080  1.908E-05  1.000E-09  2.023E-08  4.510E-07       0      0      0      0   fixed timestep
    19100  1.910E-05  1.000E-09  2.023E-08  3.339E-07       0      0      0      0   fixed timestep
    19120  1.912E-05  1.000E-09  2.024E-08  1.480E-06       0      0      0      0   fixed timestep
    19140  1.914E-05  1.000E-09  2.025E-08  4.955E-07       0      0      0      0   fixed timestep
    19160  1.916E-05  1.000E-09  2.026E-08  9.785E-07       0      0      0      0   fixed timestep
    19180  1.918E-05  1.000E-09  2.028E-08  5.207E-07       0      0      0      0   fixed timestep
    19200  1.920E-05  1.000E-09  2.029E-08  4.052E-04       0      0      0      0   fixed timestep
    19220  1.922E-05  1.000E-09  2.028E-08  1.414E-06       0      0      0      0   fixed timestep
    19240  1.924E-05  1.000E-09  2.028E-08  5.725E-06       0      0      0      0   fixed timestep
    19260  1.926E-05  1.000E-09  2.027E-08  2.790E-06       0      0      0      0   fixed timestep
    19280  1.928E-05  1.000E-09  2.027E-08  3.207E-07       0      0      0      0   fixed timestep
    19300  1.930E-05  1.000E-09  2.026E-08  1.939E-07       0      0      0      0   fixed timestep
    19320  1.932E-05  1.000E-09  2.025E-08  1.243E-06       0      0      0      0   fixed timestep
    19340  1.934E-05  1.000E-09  2.024E-08  1.080E-06       0      0      0      0   fixed timestep
    19360  1.936E-05  1.000E-09  2.023E-08  1.543E-06       0      0      0      0   fixed timestep
    19380  1.938E-05  1.000E-09  2.021E-08  3.703E-06       0      0      0      0   fixed timestep
    19400  1.940E-05  1.000E-09  2.019E-08  1.891E-06       0      0      0      0   fixed timestep
    19420  1.942E-05  1.000E-09  2.016E-08  2.506E-06       0      0      0      0   fixed timestep
    19440  1.944E-05  1.000E-09  2.014E-08  1.052E-06       0      0      0      0   fixed timestep
    19460  1.946E-05  1.000E-09  2.012E-08  7.833E-06       0      0      0      0   fixed timestep
    19480  1.948E-05  1.000E-09  2.010E-08  5.715E-07       0      0      0      0   fixed timestep
    19500  1.950E-05  1.000E-09  2.008E-08  2.535E-07       0      0      0      0   fixed timestep
    19520  1.952E-05  1.000E-09  2.007E-08  5.371E-07       0      0      0      0   fixed timestep
    19540  1.954E-05  1.000E-09  2.005E-08  1.120E-06       0      0      0      0   fixed timestep
    19560  1.956E-05  1.000E-09  2.004E-08  2.880E-07       0      0      0      0   fixed timestep
    19580  1.958E-05  1.000E-09  2.003E-08  2.553E-06       0      0      0      0   fixed timestep
    19600  1.960E-05  1.000E-09  2.002E-08  2.909E-07       0      0      0      0   fixed timestep
    19620  1.962E-05  1.000E-09  2.002E-08  2.176E-07       0      0      0      0   fixed timestep
    19640  1.964E-05  1.000E-09  2.000E-08  4.904E-07       0      0      0      0   fixed timestep
    19660  1.966E-05  1.000E-09  1.999E-08  2.020E-07       0      0      0      0   fixed timestep
    19680  1.968E-05  1.000E-09  1.997E-08  6.104E-07       0      0      0      0   fixed timestep
    19700  1.970E-05  1.000E-09  1.996E-08  7.383E-07       0      0      0      0   fixed timestep
    19720  1.972E-05  1.000E-09  1.995E-08  2.088E-07       0      0      0      0   fixed timestep
    19740  1.974E-05  1.000E-09  1.994E-08  4.444E-07       0      0      0      0   fixed timestep
    19760  1.976E-05  1.000E-09  1.993E-08  4.653E-07       0      0      0      0   fixed timestep
    19780  1.978E-05  1.000E-09  1.991E-08  2.512E-07       0      0      0      0   fixed timestep
    19800  1.980E-05  1.000E-09  1.990E-08  3.391E-07       0      0      0      0   fixed timestep
    19820  1.982E-05  1.000E-09  1.989E-08  7.097E-07       0      0      0      0   fixed timestep
    19840  1.984E-05  1.000E-09  1.988E-08  1.334E-06       0      0      0      0   fixed timestep
    19860  1.986E-05  1.000E-09  1.987E-08  2.484E-07       0      0      0      0   fixed timestep
    19880  1.988E-05  1.000E-09  1.986E-08  3.192E-07       0      0      0      0   fixed timestep
    19900  1.990E-05  1.000E-09  1.986E-08  6.550E-07       0      0      0      0   fixed timestep
    19920  1.992E-05  1.000E-09  1.986E-08  5.669E-06       0      0      0      0   fixed timestep
    19940  1.994E-05  1.000E-09  1.986E-08  1.879E-06       0      0      0      0   fixed timestep
    19960  1.996E-05  1.000E-09  1.987E-08  9.724E-08       0      0      0      0   fixed timestep
    19980  1.998E-05  1.000E-09  1.988E-08  1.526E-06       0      0      0      0   fixed timestep
    20000  2.000E-05  1.000E-09  1.989E-08  3.746E-07       0      0      0      0   fixed timestep
        1  0.000E+00  1.000E-09  2.155E-08  0.000E+00       0      0      0      0   fixed timestep
        2  1.000E-09  1.000E-09  2.156E-08  2.656E-03       0      0      0      0   fixed timestep
        3  2.000E-09  1.000E-09  2.158E-08  7.878E-04       0      0      0      0   fixed timestep
        4  3.000E-09  1.000E-09  2.159E-08  4.619E-04       0      0      0      0   fixed timestep
        5  4.000E-09  1.000E-09  2.161E-08  5.096E-04       0      0      0      0   fixed timestep
        6  5.000E-09  1.000E-09  2.162E-08  7.548E-04       0      0      0      0   fixed timestep
        7  6.000E-09  1.000E-09  2.163E-08  2.644E-02       0      0      0      0   fixed timestep
        8  7.000E-09  1.000E-09  2.165E-08  2.880E-04       0      0      0      0   fixed timestep
        9  8.000E-09  1.000E-09  2.166E-08  2.720E-04       0      0      0      0   fixed timestep
       10  9.000E-09  1.000E-09  2.168E-08  2.566E-04       0      0      0      0   fixed timestep
       20  1.900E-08  1.000E-09  2.264E-08  4.002E-05       0      0      0      0   fixed timestep
       40  3.900E-08  1.000E-09  2.317E-08  2.150E-04       0      0      0      0   fixed timestep
       60  5.900E-08  1.000E-09  2.346E-08  9.950E-04       0      0      0      0   fixed timestep
       80  7.900E-08  1.000E-09  2.368E-08  1.774E-04       0      0      0      0   fixed timestep
      100  9.900E-08  1.000E-09  2.387E-08  3.208E-04       0      0      0      0   fixed timestep
      120  1.190E-07  1.000E-09  2.405E-08  2.168E-04       0      0      0      0   fixed timestep
      140  1.390E-07  1.000E-09  2.420E-08  2.333E-04       0      0      0      0   fixed timestep
      160  1.590E-07  1.000E-09  2.434E-08  6.847E-04       0      0      0      0   fixed timestep
      180  1.790E-07  1.000E-09  2.448E-08  6.577E-05       0      0      0      0   fixed timestep
      200  1.990E-07  1.000E-09  2.460E-08  9.360E-05       0      0      0      0   fixed timestep
      220  2.190E-07  1.000E-09  2.472E-08  1.190E-04       0      0      0      0   fixed timestep
      240  2.390E-07  1.000E-09  2.482E-08  3.473E-04       0      0      0      0   fixed timestep
      260  2.590E-07  1.000E-09  2.493E-08  7.225E-05       0      0      0      0   fixed timestep
      280  2.790E-07  1.000E-09  2.503E-08  6.641E-05       0      0      0      0   fixed timestep
      300  2.990E-07  1.000E-09  2.512E-08  2.663E-04       0      0      0      0   fixed timestep
      320  3.190E-07  1.000E-09  2.521E-08  2.566E-04       0      0      0      0   fixed timestep
      340  3.390E-07  1.000E-09  2.529E-08  1.179E-04       0      0      0      0   fixed timestep
      360  3.590E-07  1.000E-09  2.537E-08  3.310E-05       0      0      0      0   fixed timestep
      380  3.790E-07  1.000E-09  2.545E-08  1.329E-04       0      0      0      0   fixed timestep
      400  3.990E-07  1.000E-09  2.552E-08  1.045E-04       0      0      0      0   fixed timestep
      420  4.190E-07  1.000E-09  2.559E-08  1.730E-04       0      0      0      0   fixed timestep
      440  4.390E-07  1.000E-09  2.566E-08  3.045E-04       0      0      0      0   fixed timestep
      460  4.590E-07  1.000E-09  2.572E-08  6.921E-05       0      0      0      0   fixed timestep
      480  4.790E-07  1.000E-09  2.578E-08  5.097E-05       0      0      0      0   fixed timestep
      500  4.990E-07  1.000E-09  2.584E-08  9.375E-05       0      0      0      0   fixed timestep
      520  5.190E-07  1.000E-09  2.590E-08  4.013E-05       0      0      0      0   fixed timestep
      540  5.390E-07  1.000E-09  2.595E-08  5.404E-05       0      0      0      0   fixed timestep
      560  5.590E-07  1.000E-09  2.601E-08  1.099E-04       0      0      0      0   fixed timestep
      580  5.790E-07  1.000E-09  2.606E-08  1.010E-03       0      0      0      0   fixed timestep
      600  5.990E-07  1.000E-09  2.611E-08  6.738E-05       0      0      0      0   fixed timestep
      620  6.190E-07  1.000E-09  2.616E-08  1.595E-04       0      0      0      0   fixed timestep
      640  6.390E-07  1.000E-09  2.620E-08  6.718E-05       0      0      0      0   fixed timestep
      660  6.590E-07  1.000E-09  2.625E-08  2.123E-05       0      0      0      0   fixed timestep
      680  6.790E-07  1.000E-09  2.629E-08  9.436E-05       0      0      0      0   fixed timestep
      700  6.990E-07  1.000E-09  2.634E-08  2.572E-05       0      0      0      0   fixed timestep
      720  7.190E-07  1.000E-09  2.638E-08  4.739E-05       0      0      0      0   fixed timestep
      740  7.390E-07  1.000E-09  2.642E-08  9.271E-05       0      0      0      0   fixed timestep
      760  7.590E-07  1.000E-09  2.645E-08  1.008E-04       0      0      0      0   fixed timestep
      780  7.790E-07  1.000E-09  2.649E-08  1.807E-05       0      0      0      0   fixed timestep
      800  7.990E-07  1.000E-09  2.653E-08  1.041E-05       0      0      0      0   fixed timestep
      820  8.190E-07  1.000E-09  2.657E-08  6.188E-05       0      0      0      0   fixed timestep
      840  8.390E-07  1.000E-09  2.660E-08  2.501E-05       0      0      0      0   fixed timestep
      860  8.590E-07  1.000E-09  2.664E-08  2.352E-05       0      0      0      0   fixed timestep
      880  8.790E-07  1.000E-09  2.667E-08  4.165E-05       0      0      0      0   fixed timestep
      900  8.990E-07  1.000E-09  2.670E-08  1.639E-05       0      0      0      0   fixed timestep
      920  9.190E-07  1.000E-09  2.673E-08  1.007E-04       0      0      0      0   fixed timestep
      940  9.390E-07  1.000E-09  2.676E-08  2.379E-05       0      0      0      0   fixed timestep
      960  9.590E-07  1.000E-09  2.679E-08  6.101E-05       0      0      0      0   fixed timestep
      980  9.790E-07  1.000E-09  2.682E-08  2.664E-05       0      0      0      0   fixed timestep
     1000  9.990E-07  1.000E-09  2.685E-08  3.980E-04       0      0      0      0   fixed timestep
     1020  1.019E-06  1.000E-09  2.688E-08  2.321E-05       0      0      0      0   fixed timestep
     1040  1.039E-06  1.000E-09  2.691E-08  5.349E-05       0      0      0      0   fixed timestep
     1060  1.059E-06  1.000E-09  2.693E-08  5.113E-05       0      0      0      0   fixed timestep
     1080  1.079E-06  1.000E-09  2.696E-08  3.046E-04       0      0      0      0   fixed timestep
     1100  1.099E-06  1.000E-09  2.699E-08  5.936E-05       0      0      0      0   fixed timestep
     1120  1.119E-06  1.000E-09  2.701E-08  7.136E-06       0      0      0      0   fixed timestep
     1140  1.139E-06  1.000E-09  2.704E-08  1.108E-03       0      0      0      0   fixed timestep
     1160  1.159E-06  1.000E-09  2.706E-08  1.475E-05       0      0      0      0   fixed timestep
     1180  1.179E-06  1.000E-09  2.708E-08  1.274E-05       0      0      0      0   fixed timestep
     1200  1.199E-06  1.000E-09  2.711E-08  2.361E-05       0      0      0      0   fixed timestep
     1220  1.219E-06  1.000E-09  2.713E-08  5.673E-05       0      0      0      0   fixed timestep
     1240  1.239E-06  1.000E-09  2.715E-08  7.050E-05       0      0      0      0   fixed timestep
     1260  1.259E-06  1.000E-09  2.717E-08  1.612E-05       0      0      0      0   fixed timestep
     1280  1.279E-06  1.000E-09  2.719E-08  3.723E-05       0      0      0      0   fixed timestep
     1300  1.299E-06  1.000E-09  2.722E-08  2.140E-05       0      0      0      0   fixed timestep
     1320  1.319E-06  1.000E-09  2.724E-08  1.411E-04       0      0      0      0   fixed timestep
     1340  1.339E-06  1.000E-09  2.725E-08  1.374E-04       0      0      0      0   fixed timestep
     1360  1.359E-06  1.000E-09  2.726E-08  1.555E-05       0      0      0      0   fixed timestep
     1380  1.379E-06  1.000E-09  2.728E-08  2.639E-05       0      0      0      0   fixed timestep
     1400  1.399E-06  1.000E-09  2.730E-08  6.005E-05       0      0      0      0   fixed timestep
     1420  1.419E-06  1.000E-09  2.733E-08  3.333E-05       0      0      0      0   fixed timestep
     1440  1.439E-06  1.000E-09  2.735E-08  1.974E-05       0      0      0      0   fixed timestep
     1460  1.459E-06  1.000E-09  2.737E-08  1.673E-05       0      0      0      0   fixed timestep
     1480  1.479E-06  1.000E-09  2.739E-08  2.841E-05       0      0      0      0   fixed timestep
     1500  1.499E-06  1.000E-09  2.741E-08  3.439E-05       0      0      0      0   fixed timestep
     1520  1.519E-06  1.000E-09  2.743E-08  3.331E-05       0      0      0      0   fixed timestep
     1540  1.539E-06  1.000E-09  2.744E-08  1.333E-05       0      0      0      0   fixed timestep
     1560  1.559E-06  1.000E-09  2.746E-08  1.944E-05       0      0      0      0   fixed timestep
     1580  1.579E-06  1.000E-09  2.748E-08  9.218E-05       0      0      0      0   fixed timestep
     1600  1.599E-06  1.000E-09  2.749E-08  3.803E-05       0      0      0      0   fixed timestep
     1620  1.619E-06  1.000E-09  2.751E-08  5.661E-05       0      0      0      0   fixed timestep
     1640  1.639E-06  1.000E-09  2.753E-08  2.225E-05       0      0      0      0   fixed timestep
     1660  1.659E-06  1.000E-09  2.754E-08  1.488E-04       0      0      0      0   fixed timestep
     1680  1.679E-06  1.000E-09  2.756E-08  3.755E-05       0      0      0      0   fixed timestep
     1700  1.699E-06  1.000E-09  2.757E-08  1.473E-05       0      0      0      0   fixed timestep
     1720  1.719E-06  1.000E-09  2.759E-08  3.434E-05       0      0      0      0   fixed timestep
     1740  1.739E-06  1.000E-09  2.760E-08  5.744E-05       0      0      0      0   fixed timestep
     1760  1.759E-06  1.000E-09  2.762E-08  2.433E-04       0      0      0      0   fixed timestep
     1780  1.779E-06  1.000E-09  2.763E-08  2.683E-05       0      0      0      0   fixed timestep
     1800  1.799E-06  1.000E-09  2.764E-08  4.518E-05       0      0      0      0   fixed timestep
     1820  1.819E-06  1.000E-09  2.766E-08  3.270E-05       0      0      0      0   fixed timestep
     1840  1.839E-06  1.000E-09  2.767E-08  8.634E-05       0      0      0      0   fixed timestep
     1860  1.859E-06  1.000E-09  2.768E-08  3.827E-05       0      0      0      0   fixed timestep
     1880  1.879E-06  1.000E-09  2.770E-08  2.705E-05       0      0      0      0   fixed timestep
     1900  1.899E-06  1.000E-09  2.771E-08  5.224E-06       0      0      0      0   fixed timestep
     1920  1.919E-06  1.000E-09  2.772E-08  8.437E-06       0      0      0      0   fixed timestep
     1940  1.939E-06  1.000E-09  2.773E-08  5.714E-05       0      0      0      0   fixed timestep
     1960  1.959E-06  1.000E-09  2.775E-08  3.237E-04       0      0      0      0   fixed timestep
     1980  1.979E-06  1.000E-09  2.776E-08  5.033E-06       0      0      0      0   fixed timestep
     2000  1.999E-06  1.000E-09  2.777E-08  1.400E-05       0      0      0      0   fixed timestep
     2020  2.019E-06  1.000E-09  2.778E-08  3.635E-06       0      0      0      0   fixed timestep
     2040  2.039E-06  1.000E-09  2.779E-08  1.249E-05       0      0      0      0   fixed timestep
     2060  2.059E-06  1.000E-09  2.780E-08  4.641E-06       0      0      0      0   fixed timestep
     2080  2.079E-06  1.000E-09  2.781E-08  2.987E-06       0      0      0      0   fixed timestep
     2100  2.099E-06  1.000E-09  2.782E-08  2.937E-05       0      0      0      0   fixed timestep
     2120  2.119E-06  1.000E-09  2.783E-08  7.071E-06       0      0      0      0   fixed timestep
     2140  2.139E-06  1.000E-09  2.784E-08  8.514E-06       0      0      0      0   fixed timestep
     2160  2.159E-06  1.000E-09  2.785E-08  4.904E-06       0      0      0      0   fixed timestep
     2180  2.179E-06  1.000E-09  2.786E-08  1.230E-05       0      0      0      0   fixed timestep
     2200  2.199E-06  1.000E-09  2.787E-08  1.678E-05       0      0      0      0   fixed timestep
     2220  2.219E-06  1.000E-09  2.788E-08  1.278E-05       0      0      0      0   fixed timestep
     2240  2.239E-06  1.000E-09  2.789E-08  1.372E-05       0      0      0      0   fixed timestep
     2260  2.259E-06  1.000E-09  2.790E-08  3.265E-05       0      0      0      0   fixed timestep
     2280  2.279E-06  1.000E-09  2.791E-08  3.276E-05       0      0      0      0   fixed timestep
     2300  2.299E-06  1.000E-09  2.792E-08  3.745E-05       0      0      0      0   fixed timestep
     2320  2.319E-06  1.000E-09  2.792E-08  3.147E-06       0      0      0      0   fixed timestep
     2340  2.339E-06  1.000E-09  2.793E-08  9.854E-06       0      0      0      0   fixed timestep
     2360  2.359E-06  1.000E-09  2.794E-08  4.955E-05       0      0      0      0   fixed timestep
     2380  2.379E-06  1.000E-09  2.795E-08  2.699E-05       0      0      0      0   fixed timestep
     2400  2.399E-06  1.000E-09  2.796E-08  2.186E-06       0      0      0      0   fixed timestep
     2420  2.419E-06  1.000E-09  2.796E-08  1.651E-05       0      0      0      0   fixed timestep
     2440  2.439E-06  1.000E-09  2.797E-08  7.116E-06       0      0      0      0   fixed timestep
     2460  2.459E-06  1.000E-09  2.798E-08  5.441E-06       0      0      0      0   fixed timestep
     2480  2.479E-06  1.000E-09  2.798E-08  7.776E-05       0      0      0      0   fixed timestep
     2500  2.499E-06  1.000E-09  2.799E-08  3.084E-05       0      0      0      0   fixed timestep
     2520  2.519E-06  1.000E-09  2.800E-08  4.190E-06       0      0      0      0   fixed timestep
     2540  2.539E-06  1.000E-09  2.800E-08  5.909E-05       0      0      0      0   fixed timestep
     2560  2.559E-06  1.000E-09  2.801E-08  3.137E-05       0      0      0      0   fixed timestep
     2580  2.579E-06  1.000E-09  2.802E-08  1.113E-04       0      0      0      0   fixed timestep
     2600  2.599E-06  1.000E-09  2.802E-08  1.129E-05       0      0      0      0   fixed timestep
     2620  2.619E-06  1.000E-09  2.803E-08  6.171E-06       0      0      0      0   fixed timestep
     2640  2.639E-06  1.000E-09  2.803E-08  9.426E-06       0      0      0      0   fixed timestep
     2660  2.659E-06  1.000E-09  2.803E-08  1.631E-06       0      0      0      0   fixed timestep
     2680  2.679E-06  1.000E-09  2.804E-08  3.807E-05       0      0      0      0   fixed timestep
     2700  2.699E-06  1.000E-09  2.804E-08  1.418E-05       0      0      0      0   fixed timestep
     2720  2.719E-06  1.000E-09  2.805E-08  3.488E-06       0      0      0      0   fixed timestep
     2740  2.739E-06  1.000E-09  2.805E-08  2.799E-06       0      0      0      0   fixed timestep
     2760  2.759E-06  1.000E-09  2.805E-08  1.559E-05       0      0      0      0   fixed timestep
     2780  2.779E-06  1.000E-09  2.805E-08  3.809E-06       0      0      0      0   fixed timestep
     2800  2.799E-06  1.000E-09  2.806E-08  2.318E-05       0      0      0      0   fixed timestep
     2820  2.819E-06  1.000E-09  2.806E-08  3.854E-06       0      0      0      0   fixed timestep
