# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
        9700  9.700E-006  -1.954E+001   0.000E+000   0.000E+000   1.536E-004   2.153E+003   1.078E+000   1.592E+002  -1.754E-014   0.000E+000   1.448E-003   7.399E-002   2.665E-002   1.620E-002   4.345E-002   2.011E-003   8.423E-006   2.957E-006   1.428E-001   7.756E-002   8.071E-007   6.104E-001
        9800  9.800E-006  -2.758E+001   0.000E+000   0.000E+000   1.536E-004   2.156E+003   1.080E+000   1.592E+002  -1.754E-014   0.000E+000   1.452E-003   7.371E-002   2.666E-002   1.625E-002   4.337E-002   2.014E-003   8.384E-006   2.943E-006   1.423E-001   7.850E-002   8.042E-007   6.104E-001
        9900  9.900E-006  -2.637E+001   0.000E+000   0.000E+000   1.536E-004   2.160E+003   1.081E+000   1.592E+002  -1.772E-014   0.000E+000   1.456E-003   7.345E-002   2.668E-002   1.629E-002   4.329E-002   2.017E-003   8.347E-006   2.928E-006   1.418E-001   7.942E-002   8.014E-007   6.104E-001
       10000  1.000E-005  -2.264E+001   0.000E+000   0.000E+000   1.537E-004   2.163E+003   1.082E+000   1.592E+002  -1.949E-014   0.000E+000   1.460E-003   7.319E-002   2.669E-002   1.634E-002   4.322E-002   2.019E-003   8.311E-006   2.914E-006   1.413E-001   8.031E-002   7.986E-007   6.104E-001
       10100  1.010E-005  -2.630E+001   0.000E+000   0.000E+000   1.537E-004   2.166E+003   1.084E+000   1.592E+002  -1.772E-014   0.000E+000   1.464E-003   7.294E-002   2.670E-002   1.639E-002   4.315E-002   2.022E-003   8.275E-006   2.900E-006   1.408E-001   8.119E-002   7.958E-007   6.104E-001
       10200  1.020E-005  -3.277E+001   0.000E+000   0.000E+000   1.537E-004   2.169E+003   1.085E+000   1.592E+002  -1.772E-014   0.000E+000   1.467E-003   7.269E-002   2.671E-002   1.643E-002   4.308E-002   2.024E-003   8.240E-006   2.886E-006   1.403E-001   8.204E-002   7.931E-007   6.104E-001
       10300  1.030E-005  -3.475E+001   0.000E+000   0.000E+000   1.537E-004   2.172E+003   1.086E+000   1.592E+002  -1.559E-014   0.000E+000   1.471E-003   7.246E-002   2.672E-002   1.648E-002   4.302E-002   2.025E-003   8.206E-006   2.872E-006   1.399E-001   8.287E-002   7.904E-007   6.104E-001
       10400  1.040E-005  -3.894E+001   0.000E+000   0.000E+000   1.537E-004   2.175E+003   1.088E+000   1.592E+002  -1.701E-014   0.000E+000   1.474E-003   7.222E-002   2.672E-002   1.652E-002   4.296E-002   2.027E-003   8.173E-006   2.858E-006   1.394E-001   8.367E-002   7.877E-007   6.104E-001
       10500  1.050E-005  -4.436E+001   0.000E+000   0.000E+000   1.538E-004   2.178E+003   1.089E+000   1.592E+002  -1.701E-014   0.000E+000   1.478E-003   7.200E-002   2.673E-002   1.657E-002   4.290E-002   2.028E-003   8.141E-006   2.844E-006   1.390E-001   8.446E-002   7.851E-007   6.104E-001
       10600  1.060E-005  -4.505E+001   0.000E+000   0.000E+000   1.538E-004   2.181E+003   1.090E+000   1.592E+002  -2.055E-014   0.000E+000   1.481E-003   7.178E-002   2.673E-002   1.661E-002   4.284E-002   2.028E-003   8.110E-006   2.831E-006   1.386E-001   8.523E-002   7.825E-007   6.104E-001
       10700  1.070E-005  -3.658E+001   0.000E+000   0.000E+000   1.538E-004   2.184E+003   1.091E+000   1.592E+002  -2.197E-014   0.000E+000   1.484E-003   7.156E-002   2.674E-002   1.665E-002   4.279E-002   2.029E-003   8.079E-006   2.817E-006   1.382E-001   8.597E-002   7.799E-007   6.104E-001
       10800  1.080E-005  -3.673E+001   0.000E+000   0.000E+000   1.538E-004   2.187E+003   1.093E+000   1.592E+002  -1.984E-014   0.000E+000   1.488E-003   7.135E-002   2.674E-002   1.670E-002   4.274E-002   2.029E-003   8.049E-006   2.804E-006   1.378E-001   8.670E-002   7.773E-007   6.104E-001
       10900  1.090E-005  -4.109E+001   0.000E+000   0.000E+000   1.538E-004   2.190E+003   1.094E+000   1.592E+002  -2.126E-014   0.000E+000   1.491E-003   7.115E-002   2.674E-002   1.674E-002   4.270E-002   2.029E-003   8.019E-006   2.791E-006   1.374E-001   8.740E-002   7.748E-007   6.104E-001
       11000  1.100E-005  -4.055E+001   0.000E+000   0.000E+000   1.539E-004   2.193E+003   1.095E+000   1.592E+002  -1.843E-014   0.000E+000   1.493E-003   7.095E-002   2.673E-002   1.678E-002   4.265E-002   2.029E-003   7.991E-006   2.778E-006   1.371E-001   8.809E-002   7.723E-007   6.104E-001
       11100  1.110E-005  -3.815E+001   0.000E+000   0.000E+000   1.539E-004   2.196E+003   1.096E+000   1.592E+002  -2.055E-014   0.000E+000   1.496E-003   7.076E-002   2.673E-002   1.682E-002   4.261E-002   2.029E-003   7.963E-006   2.765E-006   1.367E-001   8.875E-002   7.698E-007   6.104E-001
       11200  1.120E-005  -3.386E+001   0.000E+000   0.000E+000   1.539E-004   2.199E+003   1.097E+000   1.592E+002  -1.984E-014   0.000E+000   1.499E-003   7.058E-002   2.673E-002   1.686E-002   4.257E-002   2.029E-003   7.936E-006   2.752E-006   1.364E-001   8.940E-002   7.674E-007   6.104E-001
       11300  1.130E-005  -3.187E+001   0.000E+000   0.000E+000   1.539E-004   2.201E+003   1.099E+000   1.592E+002  -1.843E-014   0.000E+000   1.502E-003   7.039E-002   2.672E-002   1.690E-002   4.253E-002   2.028E-003   7.910E-006   2.739E-006   1.361E-001   9.003E-002   7.650E-007   6.104E-001
       11400  1.140E-005  -2.838E+001   0.000E+000   0.000E+000   1.540E-004   2.204E+003   1.100E+000   1.592E+002  -1.843E-014   0.000E+000   1.504E-003   7.022E-002   2.671E-002   1.694E-002   4.250E-002   2.028E-003   7.884E-006   2.727E-006   1.357E-001   9.064E-002   7.626E-007   6.104E-001
       11500  1.150E-005  -2.533E+001   0.000E+000   0.000E+000   1.540E-004   2.207E+003   1.101E+000   1.592E+002  -1.772E-014   0.000E+000   1.507E-003   7.005E-002   2.671E-002   1.698E-002   4.247E-002   2.027E-003   7.859E-006   2.714E-006   1.354E-001   9.123E-002   7.602E-007   6.104E-001
       11600  1.160E-005  -2.483E+001   0.000E+000   0.000E+000   1.540E-004   2.210E+003   1.102E+000   1.592E+002  -1.772E-014   0.000E+000   1.509E-003   6.988E-002   2.670E-002   1.702E-002   4.244E-002   2.026E-003   7.834E-006   2.702E-006   1.351E-001   9.181E-002   7.578E-007   6.104E-001
       11700  1.170E-005  -2.277E+001   0.000E+000   0.000E+000   1.540E-004   2.213E+003   1.103E+000   1.592E+002  -1.630E-014   0.000E+000   1.511E-003   6.972E-002   2.669E-002   1.706E-002   4.241E-002   2.025E-003   7.810E-006   2.690E-006   1.348E-001   9.236E-002   7.555E-007   6.104E-001
       11800  1.180E-005  -1.830E+001   0.000E+000   0.000E+000   1.540E-004   2.216E+003   1.104E+000   1.592E+002  -1.665E-014   0.000E+000   1.514E-003   6.956E-002   2.668E-002   1.710E-002   4.238E-002   2.023E-003   7.787E-006   2.677E-006   1.345E-001   9.290E-002   7.532E-007   6.104E-001
       11900  1.190E-005  -1.814E+001   0.000E+000   0.000E+000   1.540E-004   2.218E+003   1.105E+000   1.592E+002  -1.594E-014   0.000E+000   1.516E-003   6.941E-002   2.667E-002   1.714E-002   4.236E-002   2.022E-003   7.764E-006   2.665E-006   1.343E-001   9.343E-002   7.509E-007   6.104E-001
       12000  1.200E-005  -2.216E+001   0.000E+000   0.000E+000   1.540E-004   2.221E+003   1.107E+000   1.592E+002  -1.630E-014   0.000E+000   1.518E-003   6.926E-002   2.666E-002   1.717E-002   4.234E-002   2.020E-003   7.741E-006   2.654E-006   1.340E-001   9.393E-002   7.486E-007   6.104E-001
       12100  1.210E-005  -2.604E+001   0.000E+000   0.000E+000   1.540E-004   2.224E+003   1.108E+000   1.592E+002  -1.843E-014   0.000E+000   1.520E-003   6.912E-002   2.664E-002   1.721E-002   4.232E-002   2.019E-003   7.719E-006   2.642E-006   1.338E-001   9.443E-002   7.463E-007   6.104E-001
       12200  1.220E-005  -2.603E+001   0.000E+000   0.000E+000   1.540E-004   2.227E+003   1.109E+000   1.592E+002  -2.108E-014   0.000E+000   1.522E-003   6.898E-002   2.663E-002   1.725E-002   4.230E-002   2.017E-003   7.698E-006   2.630E-006   1.335E-001   9.490E-002   7.441E-007   6.104E-001
       12300  1.230E-005  -3.154E+001   0.000E+000   0.000E+000   1.540E-004   2.229E+003   1.110E+000   1.592E+002  -2.232E-014   0.000E+000   1.524E-003   6.885E-002   2.661E-002   1.728E-002   4.229E-002   2.015E-003   7.677E-006   2.618E-006   1.333E-001   9.536E-002   7.419E-007   6.104E-001
       12400  1.240E-005  -3.421E+001   0.000E+000   0.000E+000   1.540E-004   2.232E+003   1.111E+000   1.592E+002  -2.285E-014   0.000E+000   1.525E-003   6.872E-002   2.660E-002   1.732E-002   4.228E-002   2.013E-003   7.657E-006   2.607E-006   1.330E-001   9.581E-002   7.397E-007   6.104E-001
       12500  1.250E-005  -3.607E+001   0.000E+000   0.000E+000   1.541E-004   2.235E+003   1.112E+000   1.592E+002  -2.374E-014   0.000E+000   1.527E-003   6.859E-002   2.658E-002   1.736E-002   4.227E-002   2.011E-003   7.638E-006   2.595E-006   1.328E-001   9.624E-002   7.375E-007   6.104E-001
       12600  1.260E-005  -3.387E+001   0.000E+000   0.000E+000   1.541E-004   2.237E+003   1.113E+000   1.592E+002  -2.285E-014   0.000E+000   1.529E-003   6.847E-002   2.656E-002   1.739E-002   4.226E-002   2.009E-003   7.618E-006   2.584E-006   1.326E-001   9.666E-002   7.354E-007   6.104E-001
       12700  1.270E-005  -3.565E+001   0.000E+000   0.000E+000   1.541E-004   2.240E+003   1.115E+000   1.592E+002  -1.896E-014   0.000E+000   1.530E-003   6.835E-002   2.654E-002   1.743E-002   4.225E-002   2.006E-003   7.600E-006   2.573E-006   1.324E-001   9.706E-002   7.333E-007   6.104E-001
       12800  1.280E-005  -2.789E+001   0.000E+000   0.000E+000   1.541E-004   2.243E+003   1.116E+000   1.592E+002  -1.878E-014   0.000E+000   1.532E-003   6.823E-002   2.653E-002   1.746E-002   4.224E-002   2.004E-003   7.582E-006   2.562E-006   1.322E-001   9.745E-002   7.312E-007   6.104E-001
       12900  1.290E-005  -2.454E+001   0.000E+000   0.000E+000   1.541E-004   2.245E+003   1.117E+000   1.592E+002  -1.807E-014   0.000E+000   1.533E-003   6.812E-002   2.651E-002   1.750E-002   4.224E-002   2.001E-003   7.564E-006   2.550E-006   1.320E-001   9.783E-002   7.291E-007   6.104E-001
       13000  1.300E-005  -2.142E+001   0.000E+000   0.000E+000   1.541E-004   2.248E+003   1.118E+000   1.592E+002  -1.807E-014   0.000E+000   1.534E-003   6.801E-002   2.649E-002   1.753E-002   4.224E-002   1.999E-003   7.547E-006   2.540E-006   1.318E-001   9.819E-002   7.271E-007   6.104E-001
       13100  1.310E-005  -1.616E+001   0.000E+000   0.000E+000   1.541E-004   2.251E+003   1.119E+000   1.592E+002  -1.772E-014   0.000E+000   1.536E-003   6.791E-002   2.646E-002   1.756E-002   4.224E-002   1.996E-003   7.530E-006   2.529E-006   1.316E-001   9.855E-002   7.250E-007   6.104E-001
       13200  1.320E-005  -1.447E+001   0.000E+000   0.000E+000   1.541E-004   2.253E+003   1.120E+000   1.592E+002  -1.896E-014   0.000E+000   1.537E-003   6.780E-002   2.644E-002   1.760E-002   4.224E-002   1.993E-003   7.513E-006   2.518E-006   1.315E-001   9.889E-002   7.230E-007   6.104E-001
       13300  1.330E-005  -1.695E+001   0.000E+000   0.000E+000   1.541E-004   2.256E+003   1.121E+000   1.592E+002  -1.878E-014   0.000E+000   1.538E-003   6.770E-002   2.642E-002   1.763E-002   4.224E-002   1.990E-003   7.497E-006   2.507E-006   1.313E-001   9.922E-002   7.210E-007   6.104E-001
       13400  1.340E-005  -2.066E+001   0.000E+000   0.000E+000   1.541E-004   2.258E+003   1.122E+000   1.592E+002  -1.913E-014   0.000E+000   1.539E-003   6.761E-002   2.640E-002   1.766E-002   4.224E-002   1.987E-003   7.482E-006   2.497E-006   1.311E-001   9.953E-002   7.190E-007   6.104E-001
       13500  1.350E-005  -2.613E+001   0.000E+000   0.000E+000   1.541E-004   2.261E+003   1.123E+000   1.592E+002  -1.913E-014   0.000E+000   1.540E-003   6.751E-002   2.637E-002   1.770E-002   4.225E-002   1.984E-003   7.466E-006   2.486E-006   1.310E-001   9.984E-002   7.170E-007   6.104E-001
       13600  1.360E-005  -3.047E+001   0.000E+000   0.000E+000   1.541E-004   2.263E+003   1.124E+000   1.592E+002  -1.913E-014   0.000E+000   1.541E-003   6.742E-002   2.635E-002   1.773E-002   4.225E-002   1.981E-003   7.452E-006   2.475E-006   1.308E-001   1.001E-001   7.151E-007   6.104E-001
       13700  1.370E-005  -3.191E+001   0.000E+000   0.000E+000   1.542E-004   2.266E+003   1.125E+000   1.592E+002  -1.665E-014   0.000E+000   1.542E-003   6.733E-002   2.633E-002   1.776E-002   4.226E-002   1.977E-003   7.438E-006   2.465E-006   1.307E-001   1.004E-001   7.132E-007   6.104E-001
       13800  1.380E-005  -2.976E+001   0.000E+000   0.000E+000   1.542E-004   2.268E+003   1.126E+000   1.592E+002  -1.665E-014   0.000E+000   1.543E-003   6.725E-002   2.630E-002   1.779E-002   4.227E-002   1.974E-003   7.424E-006   2.455E-006   1.305E-001   1.007E-001   7.113E-007   6.104E-001
       13900  1.390E-005  -3.324E+001   0.000E+000   0.000E+000   1.542E-004   2.271E+003   1.127E+000   1.592E+002  -1.559E-014   0.000E+000   1.544E-003   6.716E-002   2.627E-002   1.782E-002   4.228E-002   1.971E-003   7.411E-006   2.444E-006   1.304E-001   1.010E-001   7.094E-007   6.104E-001
       14000  1.400E-005  -3.655E+001   0.000E+000   0.000E+000   1.542E-004   2.273E+003   1.128E+000   1.592E+002  -1.594E-014   0.000E+000   1.545E-003   6.708E-002   2.625E-002   1.785E-002   4.229E-002   1.967E-003   7.397E-006   2.434E-006   1.303E-001   1.012E-001   7.075E-007   6.104E-001
       14100  1.410E-005  -3.707E+001   0.000E+000   0.000E+000   1.542E-004   2.275E+003   1.129E+000   1.592E+002  -1.134E-014   0.000E+000   1.545E-003   6.700E-002   2.622E-002   1.788E-002   4.230E-002   1.964E-003   7.385E-006   2.424E-006   1.301E-001   1.015E-001   7.057E-007   6.104E-001
       14200  1.420E-005  -3.499E+001   0.000E+000   0.000E+000   1.542E-004   2.278E+003   1.130E+000   1.592E+002  -1.772E-014   0.000E+000   1.546E-003   6.693E-002   2.619E-002   1.791E-002   4.231E-002   1.960E-003   7.372E-006   2.414E-006   1.300E-001   1.017E-001   7.038E-007   6.104E-001
       14300  1.430E-005  -3.335E+001   0.000E+000   0.000E+000   1.542E-004   2.280E+003   1.131E+000   1.592E+002  -1.276E-014   0.000E+000   1.547E-003   6.685E-002   2.617E-002   1.794E-002   4.233E-002   1.956E-003   7.360E-006   2.404E-006   1.298E-001   1.019E-001   7.020E-007   6.104E-001
       14400  1.440E-005  -3.239E+001   0.000E+000   0.000E+000   1.543E-004   2.282E+003   1.132E+000   1.592E+002  -1.346E-014   0.000E+000   1.547E-003   6.678E-002   2.614E-002   1.797E-002   4.234E-002   1.953E-003   7.348E-006   2.394E-006   1.297E-001   1.021E-001   7.002E-007   6.104E-001
       14500  1.450E-005  -2.946E+001   0.000E+000   0.000E+000   1.543E-004   2.285E+003   1.133E+000   1.592E+002  -1.594E-014   0.000E+000   1.548E-003   6.671E-002   2.611E-002   1.800E-002   4.236E-002   1.949E-003   7.337E-006   2.384E-006   1.296E-001   1.023E-001   6.984E-007   6.104E-001
       14600  1.460E-005  -2.812E+001   0.000E+000   0.000E+000   1.543E-004   2.287E+003   1.134E+000   1.592E+002  -1.559E-014   0.000E+000   1.548E-003   6.664E-002   2.608E-002   1.803E-002   4.237E-002   1.945E-003   7.326E-006   2.375E-006   1.294E-001   1.025E-001   6.966E-007   6.104E-001
       14700  1.470E-005  -2.609E+001   0.000E+000   0.000E+000   1.543E-004   2.289E+003   1.135E+000   1.592E+002  -1.382E-014   0.000E+000   1.549E-003   6.657E-002   2.605E-002   1.805E-002   4.239E-002   1.941E-003   7.315E-006   2.365E-006   1.293E-001   1.027E-001   6.948E-007   6.104E-001
       14800  1.480E-005  -2.249E+001   0.000E+000   0.000E+000   1.543E-004   2.292E+003   1.135E+000   1.592E+002  -1.435E-014   0.000E+000   1.549E-003   6.651E-002   2.602E-002   1.808E-002   4.241E-002   1.938E-003   7.304E-006   2.355E-006   1.292E-001   1.028E-001   6.930E-007   6.104E-001
       14900  1.490E-005  -1.343E+001   0.000E+000   0.000E+000   1.543E-004   2.294E+003   1.136E+000   1.592E+002  -1.470E-014   0.000E+000   1.549E-003   6.645E-002   2.600E-002   1.811E-002   4.243E-002   1.934E-003   7.294E-006   2.346E-006   1.291E-001   1.030E-001   6.912E-007   6.104E-001
       15000  1.500E-005  -9.612E+000   0.000E+000   0.000E+000   1.543E-004   2.296E+003   1.137E+000   1.592E+002  -1.431E-014   0.000E+000   1.550E-003   6.639E-002   2.597E-002   1.814E-002   4.245E-002   1.930E-003   7.283E-006   2.336E-006   1.290E-001   1.031E-001   6.895E-007   6.104E-001
       15100  1.510E-005  -6.553E+000   0.000E+000   0.000E+000   1.543E-004   2.299E+003   1.138E+000   1.592E+002  -1.479E-014   0.000E+000   1.550E-003   6.633E-002   2.593E-002   1.817E-002   4.247E-002   1.926E-003   7.273E-006   2.327E-006   1.289E-001   1.033E-001   6.877E-007   6.104E-001
       15200  1.520E-005  -8.343E+000   0.000E+000   0.000E+000   1.543E-004   2.301E+003   1.139E+000   1.592E+002  -1.470E-014   0.000E+000   1.550E-003   6.627E-002   2.590E-002   1.819E-002   4.249E-002   1.922E-003   7.263E-006   2.318E-006   1.288E-001   1.034E-001   6.859E-007   6.104E-001
       15300  1.530E-005  -1.143E+001   0.000E+000   0.000E+000   1.543E-004   2.303E+003   1.140E+000   1.592E+002  -1.524E-014   0.000E+000   1.551E-003   6.621E-002   2.587E-002   1.822E-002   4.252E-002   1.918E-003   7.254E-006   2.308E-006   1.287E-001   1.035E-001   6.842E-007   6.104E-001
       15400  1.540E-005  -1.593E+001   0.000E+000   0.000E+000   1.543E-004   2.306E+003   1.141E+000   1.592E+002  -1.488E-014   0.000E+000   1.551E-003   6.616E-002   2.584E-002   1.825E-002   4.254E-002   1.914E-003   7.245E-006   2.299E-006   1.286E-001   1.037E-001   6.825E-007   6.104E-001
       15500  1.550E-005  -1.795E+001   0.000E+000   0.000E+000   1.544E-004   2.308E+003   1.142E+000   1.592E+002  -1.630E-014   0.000E+000   1.551E-003   6.611E-002   2.581E-002   1.828E-002   4.256E-002   1.910E-003   7.236E-006   2.290E-006   1.285E-001   1.038E-001   6.808E-007   6.104E-001
       15600  1.560E-005  -1.890E+001   0.000E+000   0.000E+000   1.544E-004   2.310E+003   1.143E+000   1.592E+002  -1.559E-014   0.000E+000   1.551E-003   6.605E-002   2.578E-002   1.830E-002   4.259E-002   1.905E-003   7.227E-006   2.281E-006   1.284E-001   1.039E-001   6.791E-007   6.104E-001
       15700  1.570E-005  -2.217E+001   0.000E+000   0.000E+000   1.544E-004   2.312E+003   1.144E+000   1.592E+002  -1.524E-014   0.000E+000   1.551E-003   6.600E-002   2.575E-002   1.833E-002   4.261E-002   1.901E-003   7.219E-006   2.272E-006   1.283E-001   1.040E-001   6.774E-007   6.104E-001
       15800  1.580E-005  -2.137E+001   0.000E+000   0.000E+000   1.544E-004   2.315E+003   1.145E+000   1.592E+002  -1.453E-014   0.000E+000   1.551E-003   6.596E-002   2.572E-002   1.835E-002   4.264E-002   1.897E-003   7.210E-006   2.263E-006   1.282E-001   1.041E-001   6.757E-007   6.104E-001
       15900  1.590E-005  -2.021E+001   0.000E+000   0.000E+000   1.544E-004   2.317E+003   1.146E+000   1.592E+002  -1.524E-014   0.000E+000   1.551E-003   6.591E-002   2.568E-002   1.838E-002   4.266E-002   1.893E-003   7.202E-006   2.254E-006   1.281E-001   1.042E-001   6.740E-007   6.104E-001
       16000  1.600E-005  -2.292E+001   0.000E+000   0.000E+000   1.544E-004   2.319E+003   1.147E+000   1.592E+002  -1.701E-014   0.000E+000   1.551E-003   6.586E-002   2.565E-002   1.841E-002   4.269E-002   1.889E-003   7.195E-006   2.245E-006   1.280E-001   1.043E-001   6.723E-007   6.104E-001
       16100  1.610E-005  -2.519E+001   0.000E+000   0.000E+000   1.544E-004   2.321E+003   1.148E+000   1.592E+002  -1.524E-014   0.000E+000   1.551E-003   6.582E-002   2.562E-002   1.843E-002   4.272E-002   1.885E-003   7.187E-006   2.236E-006   1.280E-001   1.044E-001   6.707E-007   6.104E-001
       16200  1.620E-005  -2.262E+001   0.000E+000   0.000E+000   1.544E-004   2.323E+003   1.148E+000   1.592E+002  -1.701E-014   0.000E+000   1.551E-003   6.577E-002   2.559E-002   1.846E-002   4.275E-002   1.880E-003   7.179E-006   2.227E-006   1.279E-001   1.045E-001   6.690E-007   6.104E-001
       16300  1.630E-005  -2.242E+001   0.000E+000   0.000E+000   1.544E-004   2.326E+003   1.149E+000   1.592E+002  -1.630E-014   0.000E+000   1.551E-003   6.573E-002   2.555E-002   1.848E-002   4.277E-002   1.876E-003   7.171E-006   2.219E-006   1.278E-001   1.046E-001   6.673E-007   6.104E-001
       16400  1.640E-005  -1.637E+001   0.000E+000   0.000E+000   1.544E-004   2.328E+003   1.150E+000   1.592E+002  -1.559E-014   0.000E+000   1.551E-003   6.569E-002   2.552E-002   1.851E-002   4.280E-002   1.872E-003   7.164E-006   2.210E-006   1.278E-001   1.047E-001   6.656E-007   6.104E-001
       16500  1.650E-005  -1.383E+001   0.000E+000   0.000E+000   1.544E-004   2.330E+003   1.151E+000   1.592E+002  -1.577E-014   0.000E+000   1.551E-003   6.565E-002   2.549E-002   1.853E-002   4.283E-002   1.868E-003   7.157E-006   2.201E-006   1.277E-001   1.047E-001   6.640E-007   6.104E-001
       16600  1.660E-005  -1.226E+001   0.000E+000   0.000E+000   1.544E-004   2.332E+003   1.152E+000   1.592E+002  -1.701E-014   0.000E+000   1.551E-003   6.561E-002   2.546E-002   1.856E-002   4.286E-002   1.864E-003   7.150E-006   2.193E-006   1.276E-001   1.048E-001   6.623E-007   6.104E-001
       16700  1.670E-005  -1.408E+001   0.000E+000   0.000E+000   1.544E-004   2.334E+003   1.153E+000   1.592E+002  -1.630E-014   0.000E+000   1.551E-003   6.557E-002   2.542E-002   1.858E-002   4.289E-002   1.859E-003   7.144E-006   2.184E-006   1.276E-001   1.049E-001   6.607E-007   6.104E-001
       16800  1.680E-005  -1.669E+001   0.000E+000   0.000E+000   1.544E-004   2.336E+003   1.153E+000   1.592E+002  -1.736E-014   0.000E+000   1.551E-003   6.553E-002   2.539E-002   1.861E-002   4.292E-002   1.855E-003   7.138E-006   2.176E-006   1.275E-001   1.050E-001   6.591E-007   6.104E-001
       16900  1.690E-005  -2.004E+001   0.000E+000   0.000E+000   1.544E-004   2.338E+003   1.154E+000   1.592E+002  -1.524E-014   0.000E+000   1.551E-003   6.549E-002   2.536E-002   1.863E-002   4.295E-002   1.851E-003   7.132E-006   2.167E-006   1.275E-001   1.050E-001   6.576E-007   6.104E-001
       17000  1.700E-005  -2.127E+001   0.000E+000   0.000E+000   1.544E-004   2.341E+003   1.155E+000   1.592E+002  -1.559E-014   0.000E+000   1.550E-003   6.545E-002   2.532E-002   1.865E-002   4.298E-002   1.846E-003   7.126E-006   2.159E-006   1.274E-001   1.051E-001   6.560E-007   6.104E-001
       17100  1.710E-005  -2.313E+001   0.000E+000   0.000E+000   1.544E-004   2.343E+003   1.156E+000   1.592E+002  -1.205E-014   0.000E+000   1.550E-003   6.542E-002   2.529E-002   1.868E-002   4.301E-002   1.842E-003   7.121E-006   2.151E-006   1.274E-001   1.052E-001   6.544E-007   6.104E-001
       17200  1.720E-005  -2.736E+001   0.000E+000   0.000E+000   1.544E-004   2.345E+003   1.157E+000   1.592E+002  -1.453E-014   0.000E+000   1.550E-003   6.538E-002   2.525E-002   1.870E-002   4.304E-002   1.838E-003   7.115E-006   2.142E-006   1.273E-001   1.052E-001   6.528E-007   6.104E-001
       17300  1.730E-005  -2.907E+001   0.000E+000   0.000E+000   1.545E-004   2.347E+003   1.158E+000   1.592E+002  -1.665E-014   0.000E+000   1.550E-003   6.534E-002   2.522E-002   1.872E-002   4.307E-002   1.833E-003   7.110E-006   2.134E-006   1.273E-001   1.053E-001   6.513E-007   6.104E-001
       17400  1.740E-005  -2.876E+001   0.000E+000   0.000E+000   1.545E-004   2.349E+003   1.159E+000   1.592E+002  -1.453E-014   0.000E+000   1.549E-003   6.531E-002   2.519E-002   1.874E-002   4.310E-002   1.829E-003   7.105E-006   2.126E-006   1.272E-001   1.054E-001   6.497E-007   6.104E-001
       17500  1.750E-005  -3.254E+001   0.000E+000   0.000E+000   1.545E-004   2.351E+003   1.160E+000   1.592E+002  -1.488E-014   0.000E+000   1.549E-003   6.528E-002   2.515E-002   1.876E-002   4.313E-002   1.825E-003   7.100E-006   2.118E-006   1.272E-001   1.054E-001   6.482E-007   6.104E-001
       17600  1.760E-005  -3.563E+001   0.000E+000   0.000E+000   1.545E-004   2.353E+003   1.160E+000   1.592E+002  -1.665E-014   0.000E+000   1.549E-003   6.524E-002   2.512E-002   1.879E-002   4.317E-002   1.821E-003   7.095E-006   2.110E-006   1.271E-001   1.055E-001   6.466E-007   6.104E-001
       17700  1.770E-005  -3.480E+001   0.000E+000   0.000E+000   1.545E-004   2.355E+003   1.161E+000   1.592E+002  -1.736E-014   0.000E+000   1.548E-003   6.521E-002   2.508E-002   1.881E-002   4.320E-002   1.816E-003   7.091E-006   2.102E-006   1.271E-001   1.055E-001   6.451E-007   6.104E-001
       17800  1.780E-005  -3.437E+001   0.000E+000   0.000E+000   1.545E-004   2.357E+003   1.162E+000   1.592E+002  -1.949E-014   0.000E+000   1.548E-003   6.518E-002   2.505E-002   1.883E-002   4.323E-002   1.812E-003   7.086E-006   2.094E-006   1.270E-001   1.056E-001   6.435E-007   6.104E-001
       17900  1.790E-005  -3.051E+001   0.000E+000   0.000E+000   1.545E-004   2.359E+003   1.163E+000   1.592E+002  -1.984E-014   0.000E+000   1.548E-003   6.515E-002   2.502E-002   1.885E-002   4.326E-002   1.808E-003   7.082E-006   2.086E-006   1.270E-001   1.056E-001   6.420E-007   6.104E-001
       18000  1.800E-005  -2.617E+001   0.000E+000   0.000E+000   1.545E-004   2.361E+003   1.164E+000   1.592E+002  -1.736E-014   0.000E+000   1.547E-003   6.512E-002   2.498E-002   1.887E-002   4.329E-002   1.803E-003   7.078E-006   2.078E-006   1.269E-001   1.057E-001   6.405E-007   6.104E-001
       18100  1.810E-005  -2.404E+001   0.000E+000   0.000E+000   1.545E-004   2.363E+003   1.164E+000   1.592E+002  -1.949E-014   0.000E+000   1.547E-003   6.509E-002   2.495E-002   1.890E-002   4.333E-002   1.799E-003   7.073E-006   2.070E-006   1.269E-001   1.057E-001   6.389E-007   6.104E-001
       18200  1.820E-005  -2.073E+001   0.000E+000   0.000E+000   1.545E-004   2.365E+003   1.165E+000   1.592E+002  -1.967E-014   0.000E+000   1.547E-003   6.506E-002   2.491E-002   1.892E-002   4.336E-002   1.795E-003   7.069E-006   2.063E-006   1.269E-001   1.058E-001   6.374E-007   6.104E-001
