# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
        7000  7.000E-006  -1.818E+003   0.000E+000   0.000E+000   6.328E-004   1.174E+003   4.108E+000   1.057E+003  -2.177E-012   0.000E+000   1.052E-003   6.206E-002   2.653E-007   1.385E-007   1.859E-006   5.676E-008   1.801E-006   4.109E-009   1.227E-001   8.387E-007   9.607E-010   6.097E-001
        7100  7.100E-006  -1.842E+003   0.000E+000   0.000E+000   6.304E-004   1.174E+003   4.118E+000   1.057E+003  -1.451E-012   0.000E+000   1.049E-003   6.127E-002   2.911E-007   1.523E-007   2.038E-006   6.228E-008   1.968E-006   5.239E-009   1.213E-001   9.147E-007   1.056E-009   6.097E-001
        7200  7.200E-006  -1.884E+003   0.000E+000   0.000E+000   6.281E-004   1.175E+003   4.125E+000   1.057E+003  -1.814E-012   0.000E+000   1.042E-003   6.052E-002   3.198E-007   1.678E-007   2.237E-006   6.843E-008   2.152E-006   5.781E-009   1.199E-001   9.987E-007   1.162E-009   6.097E-001
        7300  7.300E-006  -1.900E+003   0.000E+000   0.000E+000   6.259E-004   1.176E+003   4.131E+000   1.057E+003  -1.361E-012   0.000E+000   1.036E-003   5.979E-002   3.518E-007   1.850E-007   2.457E-006   7.526E-008   2.356E-006   6.384E-009   1.185E-001   1.092E-006   1.281E-009   6.097E-001
        7400  7.400E-006  -1.932E+003   0.000E+000   0.000E+000   6.239E-004   1.177E+003   4.137E+000   1.057E+003  -2.812E-012   0.000E+000   1.029E-003   5.910E-002   3.872E-007   2.041E-007   2.701E-006   8.285E-008   2.581E-006   7.056E-009   1.173E-001   1.195E-006   1.412E-009   6.097E-001
        7500  7.500E-006  -1.966E+003   0.000E+000   0.000E+000   6.221E-004   1.178E+003   4.144E+000   1.057E+003  -3.991E-012   0.000E+000   1.025E-003   5.844E-002   4.267E-007   2.254E-007   2.972E-006   9.129E-008   2.830E-006   7.806E-009   1.161E-001   1.309E-006   1.558E-009   6.097E-001
        7600  7.600E-006  -2.003E+003   0.000E+000   0.000E+000   6.204E-004   1.178E+003   4.151E+000   1.057E+003  -2.903E-012   0.000E+000   1.016E-003   5.781E-002   4.705E-007   2.491E-007   3.273E-006   1.007E-007   3.104E-006   8.644E-009   1.149E-001   1.435E-006   1.720E-009   6.097E-001
        7700  7.700E-006  -2.040E+003   0.000E+000   0.000E+000   6.189E-004   1.179E+003   4.156E+000   1.057E+003  -3.447E-012   0.000E+000   1.012E-003   5.721E-002   5.193E-007   2.756E-007   3.607E-006   1.111E-007   3.408E-006   9.580E-009   1.138E-001   1.575E-006   1.901E-009   6.097E-001
        7800  7.800E-006  -2.081E+003   0.000E+000   0.000E+000   6.176E-004   1.180E+003   4.161E+000   1.057E+003  -2.993E-012   0.000E+000   1.006E-003   5.664E-002   5.736E-007   3.051E-007   3.979E-006   1.228E-007   3.743E-006   1.063E-008   1.128E-001   1.730E-006   2.103E-009   6.097E-001
        7900  7.900E-006  -2.124E+003   0.000E+000   0.000E+000   6.164E-004   1.180E+003   4.167E+000   1.057E+003  -3.447E-012   0.000E+000   1.001E-003   5.609E-002   6.340E-007   3.379E-007   4.392E-006   1.357E-007   4.115E-006   1.180E-008   1.118E-001   1.902E-006   2.327E-009   6.097E-001
        8000  8.000E-006  -2.172E+003   0.000E+000   0.000E+000   6.153E-004   1.181E+003   4.174E+000   1.057E+003  -3.356E-012   0.000E+000   9.971E-004   5.557E-002   7.013E-007   3.747E-007   4.851E-006   1.501E-007   4.526E-006   1.312E-008   1.108E-001   2.094E-006   2.577E-009   6.097E-001
        8100  8.100E-006  -2.222E+003   0.000E+000   0.000E+000   6.144E-004   1.182E+003   4.182E+000   1.057E+003  -3.356E-012   0.000E+000   9.913E-004   5.507E-002   7.764E-007   4.158E-007   5.363E-006   1.662E-007   4.982E-006   1.461E-008   1.099E-001   2.307E-006   2.856E-009   6.097E-001
        8200  8.200E-006  -2.286E+003   0.000E+000   0.000E+000   6.137E-004   1.182E+003   4.191E+000   1.057E+003  -3.628E-012   0.000E+000   9.884E-004   5.459E-002   8.602E-007   4.618E-007   5.934E-006   1.841E-007   5.488E-006   1.629E-008   1.091E-001   2.544E-006   3.168E-009   6.097E-001
        8300  8.300E-006  -2.343E+003   0.000E+000   0.000E+000   6.131E-004   1.183E+003   4.201E+000   1.057E+003  -2.721E-012   0.000E+000   9.845E-004   5.414E-002   9.538E-007   5.134E-007   6.572E-006   2.042E-007   6.049E-006   1.819E-008   1.083E-001   2.808E-006   3.517E-009   6.097E-001
        8400  8.400E-006  -2.403E+003   0.000E+000   0.000E+000   6.124E-004   1.183E+003   4.212E+000   1.057E+003  -1.451E-012   0.000E+000   9.804E-004   5.371E-002   1.059E-006   5.714E-007   7.286E-006   2.266E-007   6.673E-006   2.034E-008   1.075E-001   3.104E-006   3.908E-009   6.097E-001
        8500  8.500E-006  -2.463E+003   0.000E+000   0.000E+000   6.117E-004   1.184E+003   4.225E+000   1.057E+003  -2.358E-012   0.000E+000   9.793E-004   5.331E-002   1.176E-006   6.370E-007   8.086E-006   2.518E-007   7.368E-006   2.279E-008   1.068E-001   3.435E-006   4.350E-009   6.097E-001
        8600  8.600E-006  -2.547E+003   0.000E+000   0.000E+000   6.111E-004   1.185E+003   4.240E+000   1.057E+003  -1.451E-012   0.000E+000   9.747E-004   5.292E-002   1.308E-006   7.108E-007   8.985E-006   2.800E-007   8.142E-006   2.559E-008   1.061E-001   3.805E-006   4.843E-009   6.097E-001
        8700  8.700E-006  -2.557E+003   0.000E+000   0.000E+000   6.106E-004   1.185E+003   4.256E+000   1.057E+003  -5.443E-013   0.000E+000   9.728E-004   5.255E-002   1.457E-006   7.942E-007   9.998E-006   3.118E-007   9.006E-006   2.876E-008   1.055E-001   4.222E-006   5.399E-009   6.097E-001
        8800  8.800E-006  -2.571E+003   0.000E+000   0.000E+000   6.101E-004   1.186E+003   4.271E+000   1.057E+003  -1.451E-012   0.000E+000   9.700E-004   5.220E-002   1.625E-006   8.889E-007   1.114E-005   3.477E-007   9.972E-006   3.230E-008   1.048E-001   4.688E-006   6.029E-009   6.097E-001
        8900  8.900E-006  -2.566E+003   0.000E+000   0.000E+000   6.096E-004   1.186E+003   4.278E+000   1.057E+003  -7.257E-013   0.000E+000   9.685E-004   5.187E-002   1.815E-006   9.968E-007   1.237E-005   3.883E-007   1.106E-005   3.637E-008   1.043E-001   5.192E-006   6.743E-009   6.097E-001
        9000  9.000E-006  -2.534E+003   0.000E+000   0.000E+000   6.093E-004   1.186E+003   4.282E+000   1.057E+003  -1.451E-012   0.000E+000   9.665E-004   5.154E-002   2.029E-006   1.118E-006   1.376E-005   4.345E-007   1.222E-005   4.104E-008   1.037E-001   5.758E-006   7.555E-009   6.097E-001
        9100  9.100E-006  -2.475E+003   0.000E+000   0.000E+000   6.090E-004   1.187E+003   4.286E+000   1.057E+003  -1.361E-012   0.000E+000   9.646E-004   5.122E-002   2.259E-006   1.251E-006   1.532E-005   4.849E-007   1.351E-005   4.645E-008   1.032E-001   6.396E-006   8.448E-009   6.097E-001
        9200  9.200E-006  -2.471E+003   0.000E+000   0.000E+000   6.088E-004   1.187E+003   4.290E+000   1.057E+003  -9.071E-013   0.000E+000   9.643E-004   5.091E-002   2.519E-006   1.401E-006   1.708E-005   5.407E-007   1.496E-005   5.274E-008   1.027E-001   7.117E-006   9.434E-009   6.097E-001
        9300  9.300E-006  -2.524E+003   0.000E+000   0.000E+000   6.087E-004   1.188E+003   4.294E+000   1.057E+003  -1.905E-012   0.000E+000   9.620E-004   5.062E-002   2.815E-006   1.573E-006   1.909E-005   6.039E-007   1.657E-005   6.010E-008   1.022E-001   7.936E-006   1.055E-008   6.097E-001
        9400  9.400E-006  -2.639E+003   0.000E+000   0.000E+000   6.087E-004   1.189E+003   4.298E+000   1.057E+003  -9.071E-013   0.000E+000   9.625E-004   5.035E-002   3.151E-006   1.771E-006   2.139E-005   6.761E-007   1.840E-005   6.876E-008   1.017E-001   8.869E-006   1.183E-008   6.097E-001
        9500  9.500E-006  -2.737E+003   0.000E+000   0.000E+000   6.089E-004   1.189E+003   4.302E+000   1.057E+003  -1.089E-012   0.000E+000   9.607E-004   5.008E-002   3.536E-006   1.999E-006   2.402E-005   7.586E-007   2.021E-005   7.901E-008   1.013E-001   9.938E-006   1.329E-008   6.097E-001
        9600  9.600E-006  -2.840E+003   0.000E+000   0.000E+000   6.096E-004   1.190E+003   4.306E+000   1.057E+003  -3.628E-013   0.000E+000   9.608E-004   4.982E-002   3.979E-006   2.263E-006   2.705E-005   8.535E-007   1.998E-005   9.104E-008   1.008E-001   1.117E-005   1.498E-008   6.097E-001
        9700  9.700E-006  -2.946E+003   0.000E+000   0.000E+000   6.102E-004   1.190E+003   4.309E+000   1.057E+003   0.000E+000   0.000E+000   9.604E-004   4.957E-002   4.490E-006   2.571E-006   3.033E-005   9.630E-007   1.977E-005   1.044E-007   1.004E-001   1.248E-005   1.692E-008   6.097E-001
        9800  9.800E-006  -3.053E+003   0.000E+000   0.000E+000   6.102E-004   1.191E+003   4.313E+000   1.057E+003  -7.257E-013   0.000E+000   9.604E-004   4.933E-002   5.038E-006   2.902E-006   3.400E-005   1.084E-006   1.957E-005   1.203E-007   1.000E-001   1.396E-005   1.908E-008   6.097E-001
        9900  9.900E-006  -3.197E+003   0.000E+000   0.000E+000   6.100E-004   1.192E+003   4.318E+000   1.057E+003   5.443E-013   0.000E+000   9.606E-004   4.910E-002   5.654E-006   3.281E-006   3.824E-005   1.217E-006   1.938E-005   1.393E-007   9.966E-002   1.566E-005   2.130E-008   6.098E-001
       10000  1.000E-005  -3.293E+003   0.000E+000   0.000E+000   6.098E-004   1.193E+003   4.323E+000   1.057E+003   1.451E-012   0.000E+000   9.610E-004   4.887E-002   6.366E-006   3.725E-006   4.316E-005   1.365E-006   1.920E-005   1.623E-007   9.929E-002   1.764E-005   2.378E-008   6.097E-001
       10100  1.010E-005  -3.391E+003   0.000E+000   0.000E+000   6.096E-004   1.193E+003   4.329E+000   1.057E+003  -3.628E-013   0.000E+000   9.613E-004   4.865E-002   7.195E-006   4.249E-006   4.892E-005   1.522E-006   1.901E-005   1.903E-007   9.894E-002   1.994E-005   2.655E-008   6.098E-001
       10200  1.020E-005  -3.478E+003   0.000E+000   0.000E+000   6.094E-004   1.194E+003   4.336E+000   1.057E+003  -7.257E-013   0.000E+000   9.625E-004   4.843E-002   8.040E-006   4.803E-006   5.564E-005   1.700E-006   1.882E-005   2.234E-007   9.860E-002   2.259E-005   2.969E-008   6.098E-001
       10300  1.030E-005  -3.553E+003   0.000E+000   0.000E+000   6.092E-004   1.195E+003   4.344E+000   1.057E+003  -1.089E-012   0.000E+000   9.609E-004   4.822E-002   8.983E-006   5.414E-006   6.272E-005   1.901E-006   1.864E-005   2.610E-007   9.827E-002   2.541E-005   3.325E-008   6.098E-001
       10400  1.040E-005  -3.616E+003   0.000E+000   0.000E+000   6.091E-004   1.196E+003   4.353E+000   1.057E+003  -2.177E-012   0.000E+000   9.598E-004   4.802E-002   1.005E-005   6.118E-006   7.105E-005   2.130E-006   1.847E-005   3.070E-007   9.796E-002   2.872E-005   3.731E-008   6.098E-001
       10500  1.050E-005  -3.670E+003   0.000E+000   0.000E+000   6.089E-004   1.197E+003   4.364E+000   1.057E+003  -1.814E-012   0.000E+000   9.597E-004   4.783E-002   1.126E-005   6.929E-006   8.095E-005   2.391E-006   1.831E-005   3.638E-007   9.765E-002   3.264E-005   4.191E-008   6.098E-001
       10600  1.060E-005  -3.699E+003   0.000E+000   0.000E+000   6.088E-004   1.199E+003   4.376E+000   1.057E+003  -2.177E-012   0.000E+000   9.603E-004   4.763E-002   1.263E-005   7.857E-006   9.227E-005   2.682E-006   1.815E-005   4.348E-007   9.734E-002   3.731E-005   4.707E-008   6.098E-001
       10700  1.070E-005  -3.732E+003   0.000E+000   0.000E+000   6.088E-004   1.200E+003   4.389E+000   1.057E+003  -3.628E-012   0.000E+000   9.592E-004   4.743E-002   1.417E-005   8.921E-006   1.039E-004   3.013E-006   1.800E-005   5.145E-007   9.705E-002   4.217E-005   5.297E-008   6.098E-001
       10800  1.080E-005  -3.747E+003   0.000E+000   0.000E+000   6.088E-004   1.202E+003   4.404E+000   1.057E+003  -5.805E-012   0.000E+000   9.588E-004   4.725E-002   1.592E-005   1.016E-005   1.171E-004   3.392E-006   1.785E-005   6.013E-007   9.676E-002   4.741E-005   5.972E-008   6.098E-001
       10900  1.090E-005  -3.750E+003   0.000E+000   0.000E+000   6.091E-004   1.204E+003   4.421E+000   1.057E+003  -4.354E-012   0.000E+000   9.589E-004   4.708E-002   1.792E-005   1.160E-005   1.323E-004   3.825E-006   1.771E-005   7.043E-007   9.648E-002   5.341E-005   6.747E-008   6.098E-001
       11000  1.100E-005  -3.736E+003   0.000E+000   0.000E+000   6.093E-004   1.206E+003   4.440E+000   1.057E+003  -6.531E-012   0.000E+000   9.590E-004   4.690E-002   2.021E-005   1.328E-005   1.499E-004   4.323E-006   1.758E-005   8.267E-007   9.620E-002   6.030E-005   7.637E-008   6.098E-001
       11100  1.110E-005  -3.711E+003   0.000E+000   0.000E+000   6.097E-004   1.209E+003   4.462E+000   1.057E+003  -6.531E-012   0.000E+000   9.570E-004   4.673E-002   2.284E-005   1.525E-005   1.702E-004   4.896E-006   1.746E-005   9.721E-007   9.593E-002   6.824E-005   8.663E-008   6.098E-001
       11200  1.120E-005  -3.669E+003   0.000E+000   0.000E+000   6.101E-004   1.211E+003   4.486E+000   1.057E+003  -7.982E-012   0.000E+000   9.580E-004   4.657E-002   2.587E-005   1.756E-005   1.937E-004   5.556E-006   1.733E-005   1.144E-006   9.566E-002   7.741E-005   9.846E-008   6.098E-001
       11300  1.130E-005  -3.631E+003   0.000E+000   0.000E+000   6.106E-004   1.214E+003   4.514E+000   1.057E+003  -6.531E-012   0.000E+000   9.562E-004   4.640E-002   2.935E-005   2.028E-005   2.210E-004   6.320E-006   1.722E-005   1.348E-006   9.539E-002   8.802E-005   1.121E-007   6.098E-001
       11400  1.140E-005  -3.560E+003   0.000E+000   0.000E+000   6.113E-004   1.217E+003   4.542E+000   1.057E+003  -8.708E-012   0.000E+000   9.574E-004   4.624E-002   3.337E-005   2.350E-005   2.529E-004   7.202E-006   1.711E-005   1.589E-006   9.512E-002   1.003E-004   1.280E-007   6.098E-001
       11500  1.150E-005  -3.480E+003   0.000E+000   0.000E+000   6.122E-004   1.221E+003   4.557E+000   1.057E+003  -1.089E-011   0.000E+000   9.562E-004   4.610E-002   3.803E-005   2.731E-005   2.902E-004   8.226E-006   1.701E-005   1.872E-006   9.485E-002   1.147E-004   1.464E-007   6.098E-001
       11600  1.160E-005  -3.387E+003   0.000E+000   0.000E+000   6.133E-004   1.225E+003   4.573E+000   1.057E+003  -9.434E-012   0.000E+000   9.570E-004   4.594E-002   4.344E-005   3.181E-005   3.339E-004   9.420E-006   1.692E-005   2.202E-006   9.459E-002   1.314E-004   1.678E-007   6.098E-001
       11700  1.170E-005  -3.277E+003   0.000E+000   0.000E+000   6.146E-004   1.229E+003   4.591E+000   1.057E+003  -7.982E-012   0.000E+000   9.569E-004   4.579E-002   4.974E-005   3.718E-005   3.854E-004   1.082E-005   1.683E-005   2.586E-006   9.433E-002   1.510E-004   1.929E-007   6.098E-001
       11800  1.180E-005  -3.167E+003   0.000E+000   0.000E+000   6.160E-004   1.234E+003   4.612E+000   1.057E+003  -7.982E-012   0.000E+000   9.566E-004   4.565E-002   5.710E-005   4.357E-005   4.461E-004   1.245E-005   1.675E-005   3.029E-006   9.406E-002   1.740E-004   2.222E-007   6.098E-001
       11900  1.190E-005  -3.074E+003   0.000E+000   0.000E+000   6.177E-004   1.239E+003   4.636E+000   1.057E+003  -6.531E-012   0.000E+000   9.573E-004   4.549E-002   6.575E-005   5.121E-005   5.180E-004   1.438E-005   1.668E-005   3.162E-006   9.381E-002   2.011E-004   2.566E-007   6.098E-001
       12000  1.200E-005  -2.980E+003   0.000E+000   0.000E+000   6.195E-004   1.244E+003   4.662E+000   1.057E+003  -5.805E-012   0.000E+000   9.564E-004   4.536E-002   7.594E-005   6.036E-005   6.036E-004   1.665E-005   1.661E-005   3.107E-006   9.355E-002   2.331E-004   2.971E-007   6.098E-001
       12100  1.210E-005  -2.883E+003   0.000E+000   0.000E+000   6.217E-004   1.250E+003   4.692E+000   1.057E+003  -2.903E-012   0.000E+000   9.559E-004   4.521E-002   8.804E-005   7.136E-005   7.058E-004   1.934E-005   1.655E-005   3.054E-006   9.330E-002   2.712E-004   3.450E-007   6.098E-001
       12200  1.220E-005  -2.809E+003   0.000E+000   0.000E+000   6.244E-004   1.255E+003   4.723E+000   1.057E+003  -2.177E-012   0.000E+000   9.562E-004   4.507E-002   1.025E-004   8.461E-005   8.285E-004   2.255E-005   1.650E-005   3.003E-006   9.304E-002   3.166E-004   4.018E-007   6.098E-001
       12300  1.230E-005  -3.012E+003   0.000E+000   0.000E+000   6.269E-004   1.258E+003   4.758E+000   1.057E+003   0.000E+000   0.000E+000   9.559E-004   4.494E-002   1.198E-004   1.006E-004   9.765E-004   2.640E-005   1.646E-005   2.952E-006   9.280E-002   3.712E-004   4.693E-007   6.098E-001
       12400  1.240E-005  -3.208E+003   0.000E+000   0.000E+000   6.301E-004   1.261E+003   4.798E+000   1.057E+003  -3.628E-012   0.000E+000   9.552E-004   4.479E-002   1.408E-004   1.201E-004   1.155E-003   3.105E-005   1.643E-005   2.904E-006   9.255E-002   4.366E-004   5.501E-007   6.099E-001
       12500  1.250E-005  -3.395E+003   0.000E+000   0.000E+000   6.335E-004   1.265E+003   4.839E+000   1.057E+003  -2.903E-012   0.000E+000   9.551E-004   4.466E-002   1.656E-004   1.431E-004   1.366E-003   3.656E-005   1.641E-005   2.855E-006   9.230E-002   5.138E-004   6.277E-007   6.099E-001
       12600  1.260E-005  -3.576E+003   0.000E+000   0.000E+000   6.375E-004   1.269E+003   4.885E+000   1.057E+003  -2.177E-012   0.000E+000   9.552E-004   4.453E-002   1.958E-004   1.711E-004   1.624E-003   4.318E-005   1.640E-005   2.807E-006   9.206E-002   6.074E-004   6.180E-007   6.099E-001
       12700  1.270E-005  -3.823E+003   0.000E+000   0.000E+000   6.420E-004   1.274E+003   4.936E+000   1.057E+003   7.257E-013   0.000E+000   9.533E-004   4.438E-002   2.330E-004   2.053E-004   1.939E-003   5.129E-005   1.640E-005   2.763E-006   9.182E-002   7.216E-004   6.090E-007   6.099E-001
       12800  1.280E-005  -4.105E+003   0.000E+000   0.000E+000   6.468E-004   1.279E+003   4.991E+000   1.057E+003   7.257E-013   0.000E+000   9.533E-004   4.425E-002   2.785E-004   2.469E-004   2.318E-003   6.115E-005   1.641E-005   2.715E-006   9.159E-002   8.586E-004   5.999E-007   6.099E-001
       12900  1.290E-005  -4.371E+003   0.000E+000   0.000E+000   6.521E-004   1.285E+003   5.051E+000   1.057E+003   7.257E-013   0.000E+000   9.521E-004   4.411E-002   3.337E-004   2.972E-004   2.777E-003   7.296E-005   1.644E-005   2.670E-006   9.135E-002   1.024E-003   5.912E-007   6.099E-001
       13000  1.300E-005  -4.648E+003   0.000E+000   0.000E+000   6.579E-004   1.292E+003   5.115E+000   1.057E+003   7.257E-013   0.000E+000   9.519E-004   4.397E-002   4.032E-004   3.601E-004   3.347E-003   8.764E-005   1.648E-005   2.626E-006   9.112E-002   1.229E-003   5.830E-007   6.099E-001
       13100  1.310E-005  -4.878E+003   0.000E+000   0.000E+000   6.641E-004   1.300E+003   5.182E+000   1.057E+003   1.451E-012   0.000E+000   9.514E-004   4.385E-002   4.890E-004   4.375E-004   4.037E-003   1.056E-004   1.653E-005   2.580E-006   9.089E-002   1.477E-003   5.748E-007   6.099E-001
       13200  1.320E-005  -5.100E+003   0.000E+000   0.000E+000   6.708E-004   1.309E+003   5.253E+000   1.057E+003   0.000E+000   0.000E+000   9.512E-004   4.370E-002   5.968E-004   5.344E-004   4.893E-003   1.277E-004   1.659E-005   2.535E-006   9.068E-002   1.785E-003   5.670E-007   6.099E-001
       13300  1.330E-005  -5.322E+003   0.000E+000   0.000E+000   6.781E-004   1.320E+003   5.331E+000   1.057E+003  -1.451E-012   0.000E+000   9.510E-004   4.356E-002   7.354E-004   6.586E-004   5.965E-003   1.556E-004   1.667E-005   2.491E-006   9.046E-002   2.171E-003   5.597E-007   6.099E-001
       13400  1.340E-005  -6.139E+003   0.000E+000   0.000E+000   6.858E-004   1.334E+003   5.411E+000   1.057E+003   0.000E+000   0.000E+000   9.479E-004   4.342E-002   9.096E-004   8.145E-004   7.288E-003   1.897E-004   1.678E-005   2.445E-006   9.024E-002   2.649E-003   5.524E-007   6.099E-001
       13500  1.350E-005  -7.094E+003   0.000E+000   0.000E+000   6.944E-004   1.350E+003   5.498E+000   1.057E+003  -7.257E-013   0.000E+000   9.423E-004   4.328E-002   1.142E-003   1.022E-003   8.992E-003   2.338E-004   1.690E-005   2.401E-006   9.003E-002   3.269E-003   5.455E-007   6.099E-001
       13600  1.360E-005  -7.976E+003   0.000E+000   0.000E+000   7.036E-004   1.370E+003   5.594E+000   1.057E+003  -7.257E-013   0.000E+000   9.365E-004   4.313E-002   1.439E-003   1.286E-003   1.111E-002   2.881E-004   1.704E-005   2.358E-006   8.983E-002   4.048E-003   5.390E-007   6.099E-001
